transcript	stratum	expression
TRINITY_DN18675_c0_g2	species-specific	-
TRINITY_DN18679_c0_g1	SPE	-
TRINITY_DN18679_c0_g2	SPE	-
TRINITY_DN1867_c0_g1	ANG	-
TRINITY_DN18683_c0_g2	SPE	-
TRINITY_DN18685_c0_g1	PAP	-
TRINITY_DN18688_c0_g1	ANG	-
TRINITY_DN1868_c0_g1	ANG	-
TRINITY_DN18691_c0_g3	species-specific	-
TRINITY_DN18692_c0_g1	PAP	-
TRINITY_DN18696_c0_g1	species-specific	-
TRINITY_DN18696_c0_g3	species-specific	-
TRINITY_DN18697_c0_g2	PAP	-
TRINITY_DN18698_c0_g1	ROS	-
TRINITY_DN18698_c0_g2	ROS	-
TRINITY_DN18698_c0_g3	ROS	-
TRINITY_DN1869_c0_g1	SPE	-
TRINITY_DN1869_c2_g1	SPE	DN
TRINITY_DN186_c0_g1	species-specific	-
TRINITY_DN18700_c0_g1	ANG	-
TRINITY_DN18701_c0_g1	ANG	-
TRINITY_DN18703_c0_g2	ANG	-
TRINITY_DN18705_c0_g1	FAB	-
TRINITY_DN18706_c0_g1	species-specific	-
TRINITY_DN18710_c0_g1	ANG	-
TRINITY_DN18711_c0_g1	SPE	-
TRINITY_DN18712_c0_g1	EUD	-
TRINITY_DN18714_c1_g1	species-specific	-
TRINITY_DN18716_c0_g1	species-specific	-
TRINITY_DN1871_c0_g1	ANG	-
TRINITY_DN18720_c0_g1	ANG	-
TRINITY_DN18722_c0_g1	ANG	-
TRINITY_DN18726_c0_g1	SPE	-
TRINITY_DN18727_c0_g1	species-specific	-
TRINITY_DN1872_c0_g1	ANG	-
TRINITY_DN18736_c0_g1	ANG	-
TRINITY_DN18739_c0_g1	ANG	-
TRINITY_DN1873_c0_g1	ANG	-
TRINITY_DN1873_c0_g2	ANG	-
TRINITY_DN18743_c1_g1	FAB	-
TRINITY_DN18746_c0_g2	ANG	-
TRINITY_DN18746_c0_g3	species-specific	-
TRINITY_DN1874_c0_g1	ANG	-
TRINITY_DN1874_c0_g2	ANG	-
TRINITY_DN18750_c0_g2	species-specific	-
TRINITY_DN18750_c0_g3	species-specific	-
TRINITY_DN18752_c0_g1	species-specific	-
TRINITY_DN18753_c0_g1	species-specific	-
TRINITY_DN18757_c0_g1	ANG	-
TRINITY_DN18758_c0_g2	ANG	-
TRINITY_DN1875_c0_g1	SPE	-
TRINITY_DN18760_c0_g1	SPE	-
TRINITY_DN18763_c0_g1	ANG	-
TRINITY_DN18764_c0_g1	ANG	-
TRINITY_DN18764_c0_g2	ANG	-
TRINITY_DN18764_c1_g1	ANG	-
TRINITY_DN18766_c0_g1	ANG	-
TRINITY_DN18770_c0_g1	SPE	-
TRINITY_DN18771_c0_g1	ANG	-
TRINITY_DN18772_c0_g2	ANG	-
TRINITY_DN18774_c0_g4	species-specific	-
TRINITY_DN18777_c0_g1	SPE	-
TRINITY_DN1877_c0_g1	ANG	-
TRINITY_DN18782_c0_g1	species-specific	-
TRINITY_DN18782_c0_g3	species-specific	-
TRINITY_DN18786_c0_g1	ANG	-
TRINITY_DN18787_c0_g1	ANG	-
TRINITY_DN18789_c0_g1	ANG	-
TRINITY_DN1878_c0_g1	ANG	-
TRINITY_DN18791_c0_g1	EUD	-
TRINITY_DN18791_c0_g2	EUD	-
TRINITY_DN18791_c1_g1	EUD	-
TRINITY_DN18794_c1_g1	ANG	-
TRINITY_DN18795_c0_g1	species-specific	-
TRINITY_DN18797_c1_g1	species-specific	-
TRINITY_DN18797_c1_g2	ANG	-
TRINITY_DN1879_c0_g1	ANG	-
TRINITY_DN187_c3_g1	SPE	-
TRINITY_DN18803_c0_g1	species-specific	-
TRINITY_DN18804_c0_g1	species-specific	-
TRINITY_DN1880_c0_g1	species-specific	-
TRINITY_DN1880_c2_g1	species-specific	-
TRINITY_DN18811_c0_g1	species-specific	-
TRINITY_DN18811_c0_g2	species-specific	-
TRINITY_DN18811_c0_g3	species-specific	-
TRINITY_DN18811_c0_g5	species-specific	-
TRINITY_DN18815_c0_g1	SPE	-
TRINITY_DN18818_c0_g1	ANG	-
TRINITY_DN18819_c0_g1	SPE	-
TRINITY_DN18820_c0_g1	ANG	-
TRINITY_DN18825_c0_g1	ANG	-
TRINITY_DN18826_c0_g1	ANG	-
TRINITY_DN18828_c0_g1	SPE	-
TRINITY_DN18837_c0_g1	SPE	-
TRINITY_DN18838_c0_g1	SPE	-
TRINITY_DN18838_c0_g3	ANG	-
TRINITY_DN1883_c0_g1	ANG	DN
TRINITY_DN18841_c0_g1	species-specific	-
TRINITY_DN18842_c0_g1	species-specific	-
TRINITY_DN18846_c0_g1	species-specific	-
TRINITY_DN1884_c0_g1	SPE	-
TRINITY_DN18858_c0_g1	PAP	-
TRINITY_DN1885_c1_g1	SPE	-
TRINITY_DN18862_c0_g1	species-specific	-
TRINITY_DN18864_c0_g1	PAP	-
TRINITY_DN18867_c0_g1	ANG	-
TRINITY_DN18868_c0_g1	species-specific	-
TRINITY_DN18869_c0_g1	ANG	-
TRINITY_DN18869_c0_g2	ANG	-
TRINITY_DN18869_c0_g3	ANG	-
TRINITY_DN18870_c0_g3	FAB	-
TRINITY_DN18874_c1_g1	species-specific	-
TRINITY_DN18877_c0_g1	ANG	-
TRINITY_DN18878_c0_g1	ANG	-
TRINITY_DN18879_c0_g1	PAP	-
TRINITY_DN1887_c0_g1	SPE	-
TRINITY_DN18880_c0_g2	PAP	-
TRINITY_DN18881_c0_g1	ANG	-
TRINITY_DN18887_c0_g1	ANG	-
TRINITY_DN1888_c0_g1	ANG	-
TRINITY_DN18892_c0_g2	ANG	-
TRINITY_DN18893_c0_g1	ANG	-
TRINITY_DN18896_c0_g1	species-specific	-
TRINITY_DN18898_c0_g1	SPE	-
TRINITY_DN18899_c0_g1	ANG	-
TRINITY_DN1889_c0_g1	ANG	-
TRINITY_DN188_c0_g1	ROS	-
TRINITY_DN18902_c0_g1	PAP	-
TRINITY_DN18904_c0_g1	ANG	DN
TRINITY_DN18905_c0_g1	ANG	-
TRINITY_DN18907_c0_g1	ANG	-
TRINITY_DN1890_c2_g1	ANG	-
TRINITY_DN18910_c0_g1	SPE	-
TRINITY_DN18914_c0_g1	PAP	-
TRINITY_DN18915_c0_g1	ANG	-
TRINITY_DN18916_c0_g1	species-specific	-
TRINITY_DN18918_c0_g1	ANG	-
TRINITY_DN18920_c0_g1	ANG	-
TRINITY_DN18924_c0_g1	species-specific	-
TRINITY_DN18925_c0_g2	PAP	-
TRINITY_DN18925_c0_g3	PAP	-
TRINITY_DN1892_c0_g1	ANG	-
TRINITY_DN18931_c0_g1	species-specific	-
TRINITY_DN18934_c0_g1	ANG	-
TRINITY_DN18938_c0_g1	ANG	UP
TRINITY_DN18939_c0_g1	ANG	-
TRINITY_DN1893_c0_g1	ANG	-
TRINITY_DN18944_c0_g1	ANG	-
TRINITY_DN18945_c0_g2	ANG	-
TRINITY_DN18945_c1_g2	ANG	-
TRINITY_DN18946_c0_g1	ANG	-
TRINITY_DN18948_c0_g1	SPE	-
TRINITY_DN18949_c0_g1	ANG	-
TRINITY_DN18953_c0_g1	ANG	-
TRINITY_DN18956_c1_g1	ANG	-
TRINITY_DN1896_c0_g1	SPE	-
TRINITY_DN18971_c0_g1	PAP	-
TRINITY_DN18972_c0_g1	ANG	-
TRINITY_DN18972_c1_g2	ANG	-
TRINITY_DN18972_c2_g1	ANG	-
TRINITY_DN18972_c2_g2	ANG	-
TRINITY_DN18973_c0_g1	SPE	-
TRINITY_DN18973_c1_g3	SPE	-
TRINITY_DN18974_c0_g1	SPE	-
TRINITY_DN18975_c0_g1	PAP	-
TRINITY_DN18976_c0_g1	species-specific	-
TRINITY_DN18976_c2_g1	ANG	-
TRINITY_DN18977_c0_g1	species-specific	-
TRINITY_DN18978_c0_g1	ROS	-
TRINITY_DN18980_c0_g1	ANG	-
TRINITY_DN18984_c0_g1	ANG	-
TRINITY_DN18985_c0_g1	SPE	-
TRINITY_DN18986_c0_g1	SPE	-
TRINITY_DN18987_c0_g1	ANG	-
TRINITY_DN18988_c0_g1	species-specific	-
TRINITY_DN18989_c0_g1	species-specific	-
TRINITY_DN1898_c0_g1	ANG	-
TRINITY_DN18990_c0_g1	species-specific	-
TRINITY_DN18994_c0_g3	species-specific	-
TRINITY_DN18997_c0_g1	ANG	-
TRINITY_DN18998_c0_g1	SPE	-
TRINITY_DN18998_c1_g1	SPE	-
TRINITY_DN1899_c0_g1	ANG	-
TRINITY_DN189_c0_g1	SPE	-
TRINITY_DN18_c0_g1	SPE	-
TRINITY_DN18_c3_g1	SPE	-
TRINITY_DN19005_c0_g1	SPE	-
TRINITY_DN19006_c0_g1	ANG	-
TRINITY_DN1900_c0_g1	PAP	-
TRINITY_DN19010_c0_g1	ANG	-
TRINITY_DN19011_c0_g2	PAP	-
TRINITY_DN19012_c0_g1	ANG	-
TRINITY_DN19017_c0_g1	ANG	-
TRINITY_DN19018_c0_g1	ANG	-
TRINITY_DN19019_c0_g2	species-specific	-
TRINITY_DN1901_c0_g1	ANG	-
TRINITY_DN19026_c0_g4	species-specific	-
TRINITY_DN1902_c0_g1	ANG	-
TRINITY_DN1902_c0_g2	ANG	-
TRINITY_DN19030_c0_g1	species-specific	-
TRINITY_DN19033_c0_g1	ANG	-
TRINITY_DN19034_c0_g1	SPE	-
TRINITY_DN19034_c1_g2	species-specific	-
TRINITY_DN19036_c0_g2	species-specific	-
TRINITY_DN1903_c0_g1	PAP	-
TRINITY_DN19047_c0_g2	species-specific	-
TRINITY_DN19048_c0_g1	ANG	-
TRINITY_DN19058_c0_g2	ANG	-
TRINITY_DN1905_c0_g1	ANG	-
TRINITY_DN19060_c0_g1	SPE	-
TRINITY_DN19060_c0_g2	SPE	-
TRINITY_DN19061_c0_g1	ANG	-
TRINITY_DN19062_c0_g1	ANG	-
TRINITY_DN19063_c0_g1	species-specific	-
TRINITY_DN19064_c0_g1	ANG	-
TRINITY_DN19066_c2_g1	species-specific	-
TRINITY_DN19067_c0_g1	species-specific	-
TRINITY_DN19069_c0_g1	SPE	-
TRINITY_DN1906_c0_g1	ANG	-
TRINITY_DN19070_c0_g1	ANG	-
TRINITY_DN19071_c0_g1	ANG	-
TRINITY_DN19074_c0_g2	ANG	-
TRINITY_DN19076_c0_g1	SPE	-
TRINITY_DN19077_c0_g1	species-specific	-
TRINITY_DN19077_c1_g1	species-specific	-
TRINITY_DN19078_c0_g1	ANG	-
TRINITY_DN1907_c0_g1	ANG	-
TRINITY_DN19083_c0_g1	ANG	-
TRINITY_DN19084_c0_g1	SPE	-
TRINITY_DN19085_c0_g1	species-specific	-
TRINITY_DN19085_c0_g3	species-specific	-
TRINITY_DN19089_c0_g1	ANG	-
TRINITY_DN19090_c0_g1	PAP	-
TRINITY_DN19096_c1_g1	ROS	-
TRINITY_DN1909_c0_g1	ANG	-
TRINITY_DN190_c1_g1	ANG	-
TRINITY_DN19104_c0_g1	PAP	-
TRINITY_DN19106_c0_g1	species-specific	-
TRINITY_DN19108_c0_g1	ANG	-
TRINITY_DN1910_c0_g1	ANG	DN
TRINITY_DN19116_c0_g1	ANG	-
TRINITY_DN1911_c0_g1	ANG	-
TRINITY_DN1911_c0_g2	ANG	-
TRINITY_DN19122_c0_g1	ANG	-
TRINITY_DN19124_c0_g1	ROS	-
TRINITY_DN19125_c0_g1	species-specific	-
TRINITY_DN19126_c0_g2	ANG	-
TRINITY_DN19127_c0_g1	ANG	-
TRINITY_DN19128_c0_g1	ANG	-
TRINITY_DN1912_c1_g1	ANG	-
TRINITY_DN19131_c0_g1	species-specific	-
TRINITY_DN19132_c0_g1	ANG	-
TRINITY_DN19134_c0_g1	ANG	-
TRINITY_DN19135_c0_g1	ANG	-
TRINITY_DN19138_c0_g1	ANG	-
TRINITY_DN19139_c0_g1	ANG	-
TRINITY_DN1913_c1_g1	ANG	-
TRINITY_DN19141_c0_g1	species-specific	-
TRINITY_DN19142_c0_g1	ANG	-
TRINITY_DN19143_c0_g1	ANG	-
TRINITY_DN19144_c0_g1	species-specific	-
TRINITY_DN1914_c0_g1	ANG	-
TRINITY_DN19153_c0_g1	ANG	-
TRINITY_DN19155_c0_g1	PAP	-
TRINITY_DN19158_c0_g1	ANG	-
TRINITY_DN19158_c0_g2	ANG	-
TRINITY_DN1915_c0_g1	ANG	-
TRINITY_DN19163_c0_g1	ANG	-
TRINITY_DN19164_c0_g1	ANG	-
TRINITY_DN19168_c0_g1	EUD	-
TRINITY_DN1916_c0_g1	SPE	-
TRINITY_DN19171_c0_g1	ANG	-
TRINITY_DN19172_c3_g1	SPE	-
TRINITY_DN19175_c0_g1	species-specific	-
TRINITY_DN1917_c1_g1	ANG	-
TRINITY_DN19180_c0_g1	species-specific	-
TRINITY_DN19182_c0_g3	species-specific	-
TRINITY_DN19183_c0_g1	ANG	-
TRINITY_DN19185_c0_g1	ANG	-
TRINITY_DN19188_c0_g1	PAP	-
TRINITY_DN19188_c0_g2	ROS	-
TRINITY_DN19189_c1_g2	ANG	-
TRINITY_DN1918_c0_g1	SPE	-
TRINITY_DN19191_c0_g1	species-specific	-
TRINITY_DN19192_c0_g1	ANG	-
TRINITY_DN19195_c0_g2	species-specific	-
TRINITY_DN19195_c0_g3	species-specific	-
TRINITY_DN19197_c0_g1	ANG	-
TRINITY_DN19199_c0_g1	ANG	-
TRINITY_DN1919_c0_g1	ANG	-
TRINITY_DN1919_c1_g1	ANG	-
TRINITY_DN1919_c1_g2	ANG	-
TRINITY_DN191_c0_g1	ANG	-
TRINITY_DN19200_c0_g1	SPE	-
TRINITY_DN19202_c0_g2	SPE	-
TRINITY_DN19205_c0_g1	ANG	-
TRINITY_DN19207_c0_g1	species-specific	-
TRINITY_DN19207_c1_g1	SPE	UP
TRINITY_DN19208_c1_g1	SPE	-
TRINITY_DN19209_c0_g1	PAP	-
TRINITY_DN1920_c0_g1	SPE	-
TRINITY_DN19212_c0_g1	species-specific	-
TRINITY_DN19212_c0_g3	species-specific	-
TRINITY_DN19213_c0_g1	species-specific	-
TRINITY_DN19216_c0_g1	ANG	-
TRINITY_DN19219_c0_g2	PAP	-
TRINITY_DN19221_c0_g1	species-specific	-
TRINITY_DN19222_c0_g5	species-specific	-
TRINITY_DN19223_c0_g1	ANG	-
TRINITY_DN19225_c0_g1	ANG	-
TRINITY_DN19226_c0_g1	EUD	-
TRINITY_DN19230_c0_g1	ANG	-
TRINITY_DN19235_c0_g1	ANG	-
TRINITY_DN19236_c0_g1	species-specific	-
TRINITY_DN19236_c1_g1	species-specific	-
TRINITY_DN19237_c0_g1	species-specific	-
TRINITY_DN19241_c0_g1	SPE	-
TRINITY_DN19244_c0_g1	PAP	-
TRINITY_DN19244_c2_g2	ANG	-
TRINITY_DN19245_c0_g1	ANG	-
TRINITY_DN19246_c3_g1	ANG	-
TRINITY_DN19252_c0_g1	species-specific	-
TRINITY_DN19252_c0_g2	species-specific	-
TRINITY_DN19258_c0_g1	ANG	-
TRINITY_DN19259_c0_g1	species-specific	-
TRINITY_DN1925_c0_g1	ANG	-
TRINITY_DN19260_c0_g1	ANG	-
TRINITY_DN19263_c0_g2	species-specific	-
TRINITY_DN19266_c0_g1	ANG	-
TRINITY_DN19269_c0_g1	species-specific	-
TRINITY_DN1926_c0_g1	PAP	-
TRINITY_DN19272_c0_g1	PAP	-
TRINITY_DN19274_c0_g1	PAP	-
TRINITY_DN19274_c1_g1	species-specific	-
TRINITY_DN19274_c1_g2	PAP	-
TRINITY_DN19274_c1_g4	ANG	-
TRINITY_DN19277_c0_g1	ANG	-
TRINITY_DN19279_c0_g1	species-specific	-
TRINITY_DN1927_c0_g1	ANG	-
TRINITY_DN1927_c0_g2	ANG	-
TRINITY_DN19280_c0_g1	ANG	-
TRINITY_DN19281_c1_g1	ANG	-
TRINITY_DN19282_c0_g1	ANG	-
TRINITY_DN19283_c0_g1	SPE	-
TRINITY_DN19283_c0_g2	SPE	-
TRINITY_DN19285_c0_g1	species-specific	-
TRINITY_DN19286_c0_g1	EUD	-
TRINITY_DN19289_c0_g1	species-specific	-
TRINITY_DN19290_c1_g1	species-specific	-
TRINITY_DN19292_c1_g1	SPE	-
TRINITY_DN19293_c0_g1	ANG	-
TRINITY_DN19294_c0_g1	species-specific	-
TRINITY_DN19295_c0_g2	ANG	-
TRINITY_DN19296_c0_g1	species-specific	-
TRINITY_DN19297_c0_g1	ANG	-
TRINITY_DN192_c0_g1	ANG	UP
TRINITY_DN19304_c0_g1	ANG	-
TRINITY_DN19307_c0_g1	ANG	-
TRINITY_DN1930_c1_g1	SPE	-
TRINITY_DN19310_c0_g1	ANG	-
TRINITY_DN19313_c0_g1	ANG	-
TRINITY_DN19315_c0_g1	ANG	-
TRINITY_DN19318_c0_g1	ANG	-
TRINITY_DN1931_c0_g1	SPE	-
TRINITY_DN19322_c0_g1	ANG	-
TRINITY_DN19329_c0_g1	ANG	-
TRINITY_DN1932_c0_g1	ANG	-
TRINITY_DN19330_c0_g1	species-specific	-
TRINITY_DN19332_c0_g1	species-specific	-
TRINITY_DN19334_c0_g1	species-specific	-
TRINITY_DN19335_c0_g1	ANG	-
TRINITY_DN19336_c0_g1	PAP	-
TRINITY_DN1933_c0_g1	ANG	-
TRINITY_DN19342_c0_g1	ROS	-
TRINITY_DN19342_c1_g1	ANG	-
TRINITY_DN19342_c1_g2	ROS	-
TRINITY_DN19348_c0_g1	species-specific	-
TRINITY_DN1934_c0_g1	PAP	-
TRINITY_DN19352_c0_g1	SPE	DN
TRINITY_DN19355_c0_g1	ANG	-
TRINITY_DN19356_c0_g1	ANG	-
TRINITY_DN19358_c0_g1	species-specific	-
TRINITY_DN19359_c0_g1	ANG	-
TRINITY_DN19359_c0_g2	ANG	-
TRINITY_DN19359_c0_g3	PAP	-
TRINITY_DN19361_c0_g1	ROS	-
TRINITY_DN19362_c0_g1	PAP	-
TRINITY_DN19363_c0_g1	PAP	-
TRINITY_DN19365_c0_g1	SPE	-
TRINITY_DN19365_c0_g2	SPE	-
TRINITY_DN1936_c0_g1	ANG	-
TRINITY_DN1936_c0_g2	ANG	-
TRINITY_DN19373_c0_g1	species-specific	-
TRINITY_DN19374_c0_g1	species-specific	-
TRINITY_DN19376_c0_g1	PAP	-
TRINITY_DN19379_c0_g3	species-specific	-
TRINITY_DN1937_c0_g1	ANG	-
TRINITY_DN1937_c0_g2	ANG	-
TRINITY_DN1937_c2_g1	ANG	-
TRINITY_DN19381_c0_g1	ANG	-
TRINITY_DN19381_c0_g3	SPE	-
TRINITY_DN19384_c0_g1	ANG	-
TRINITY_DN19386_c0_g2	ANG	-
TRINITY_DN19387_c0_g1	species-specific	-
TRINITY_DN1938_c0_g1	EUD	-
TRINITY_DN19391_c0_g1	SPE	-
TRINITY_DN19393_c0_g1	species-specific	-
TRINITY_DN19397_c0_g1	ANG	-
TRINITY_DN1939_c0_g1	ANG	-
TRINITY_DN19400_c0_g1	ANG	-
TRINITY_DN19401_c0_g1	ANG	-
TRINITY_DN19401_c1_g1	ROS	-
TRINITY_DN19401_c2_g1	ANG	-
TRINITY_DN19401_c2_g2	ANG	-
TRINITY_DN19401_c3_g1	ANG	-
TRINITY_DN19402_c0_g1	ANG	DN
TRINITY_DN19406_c0_g1	ANG	-
TRINITY_DN19407_c0_g1	ANG	-
TRINITY_DN19409_c0_g1	species-specific	-
TRINITY_DN1940_c0_g1	ANG	-
TRINITY_DN19412_c0_g1	species-specific	-
TRINITY_DN19413_c0_g1	FAB	-
TRINITY_DN19414_c0_g1	ANG	-
TRINITY_DN19415_c0_g1	ANG	-
TRINITY_DN19416_c0_g1	species-specific	-
TRINITY_DN19418_c0_g1	PAP	-
TRINITY_DN19419_c0_g1	species-specific	-
TRINITY_DN1941_c0_g1	species-specific	-
TRINITY_DN19420_c0_g3	ANG	-
TRINITY_DN19428_c0_g1	ANG	-
TRINITY_DN19428_c0_g2	ANG	-
TRINITY_DN1942_c0_g1	ANG	-
TRINITY_DN19430_c0_g2	ANG	-
TRINITY_DN19435_c0_g1	ANG	-
TRINITY_DN19437_c0_g1	ANG	-
TRINITY_DN19439_c0_g1	species-specific	-
TRINITY_DN1943_c2_g1	PAP	-
TRINITY_DN19444_c0_g1	ANG	-
TRINITY_DN19446_c0_g1	species-specific	-
TRINITY_DN19446_c0_g2	species-specific	-
TRINITY_DN19447_c0_g1	ANG	-
TRINITY_DN19448_c0_g1	species-specific	-
TRINITY_DN19453_c0_g3	species-specific	-
TRINITY_DN19454_c0_g1	PAP	-
TRINITY_DN19454_c0_g2	PAP	-
TRINITY_DN19455_c0_g1	SPE	-
TRINITY_DN19456_c0_g4	EUD	-
TRINITY_DN19456_c1_g1	species-specific	-
TRINITY_DN19459_c0_g1	ANG	-
TRINITY_DN1945_c0_g1	ANG	-
TRINITY_DN19460_c0_g1	species-specific	-
TRINITY_DN19460_c0_g2	species-specific	-
TRINITY_DN19460_c1_g1	species-specific	-
TRINITY_DN19461_c0_g1	species-specific	-
TRINITY_DN19463_c1_g1	PAP	-
TRINITY_DN19464_c0_g1	ANG	-
TRINITY_DN19466_c0_g1	species-specific	-
TRINITY_DN1946_c0_g2	PAP	-
TRINITY_DN19470_c0_g1	species-specific	-
TRINITY_DN19474_c0_g1	species-specific	-
TRINITY_DN19475_c0_g1	SPE	-
TRINITY_DN1947_c0_g1	ANG	-
TRINITY_DN19481_c0_g1	ANG	-
TRINITY_DN19482_c0_g4	species-specific	-
TRINITY_DN19487_c0_g2	species-specific	-
TRINITY_DN19488_c1_g2	species-specific	-
TRINITY_DN19489_c0_g1	species-specific	-
TRINITY_DN1948_c0_g1	ANG	-
TRINITY_DN19490_c0_g1	species-specific	-
TRINITY_DN19490_c0_g2	species-specific	-
TRINITY_DN19493_c0_g1	FAB	-
TRINITY_DN19494_c0_g1	species-specific	-
TRINITY_DN19495_c0_g1	ANG	-
TRINITY_DN19497_c2_g1	ANG	-
TRINITY_DN19499_c0_g2	SPE	-
TRINITY_DN1949_c0_g1	ANG	-
TRINITY_DN194_c0_g1	ANG	-
TRINITY_DN194_c14_g1	ANG	-
TRINITY_DN19503_c1_g2	species-specific	-
TRINITY_DN19506_c0_g1	species-specific	-
TRINITY_DN19509_c0_g1	ANG	-
TRINITY_DN1950_c0_g1	SPE	-
TRINITY_DN19511_c0_g2	species-specific	-
TRINITY_DN19515_c0_g1	species-specific	-
TRINITY_DN19518_c0_g1	ANG	-
TRINITY_DN1951_c0_g1	ANG	-
TRINITY_DN1951_c0_g2	ANG	-
TRINITY_DN19525_c0_g4	species-specific	-
TRINITY_DN19526_c0_g1	ANG	-
TRINITY_DN19527_c0_g1	ANG	-
TRINITY_DN19527_c0_g2	ROS	UP
TRINITY_DN1952_c2_g1	ANG	-
TRINITY_DN19531_c0_g2	ANG	-
TRINITY_DN19538_c4_g1	SPE	-
TRINITY_DN19539_c0_g1	ANG	-
TRINITY_DN1953_c0_g1	species-specific	UP
TRINITY_DN19540_c0_g1	PAP	-
TRINITY_DN19540_c0_g2	PAP	-
TRINITY_DN19542_c0_g1	PAP	-
TRINITY_DN19549_c0_g1	species-specific	-
TRINITY_DN1954_c0_g2	SPE	-
TRINITY_DN1954_c3_g1	SPE	-
TRINITY_DN19551_c0_g1	ANG	-
TRINITY_DN19552_c0_g1	SPE	-
TRINITY_DN19553_c0_g1	ANG	-
TRINITY_DN19554_c0_g1	PAP	-
TRINITY_DN19554_c0_g2	ANG	-
TRINITY_DN19556_c0_g1	ANG	-
TRINITY_DN19557_c0_g1	ANG	-
TRINITY_DN19558_c0_g2	species-specific	-
TRINITY_DN19559_c0_g2	species-specific	-
TRINITY_DN1955_c0_g1	ANG	-
TRINITY_DN19562_c0_g1	ANG	-
TRINITY_DN19566_c1_g1	SPE	-
TRINITY_DN19567_c0_g1	SPE	-
TRINITY_DN19568_c0_g1	species-specific	-
TRINITY_DN19568_c0_g2	species-specific	-
TRINITY_DN19569_c0_g1	species-specific	-
TRINITY_DN19571_c0_g1	ANG	-
TRINITY_DN19572_c0_g1	SPE	-
TRINITY_DN19573_c0_g1	ANG	-
TRINITY_DN19573_c0_g2	SPE	-
TRINITY_DN19576_c0_g1	ANG	-
TRINITY_DN19577_c0_g1	species-specific	-
TRINITY_DN19578_c0_g1	species-specific	-
TRINITY_DN1957_c0_g1	PAP	-
TRINITY_DN1957_c0_g2	ANG	-
TRINITY_DN19583_c0_g1	ANG	-
TRINITY_DN19583_c0_g2	ANG	-
TRINITY_DN19585_c0_g1	species-specific	-
TRINITY_DN19589_c0_g1	species-specific	-
TRINITY_DN1958_c0_g1	SPE	-
TRINITY_DN1958_c2_g1	ANG	-
TRINITY_DN1958_c2_g2	ANG	-
TRINITY_DN1958_c2_g3	ANG	-
TRINITY_DN19592_c0_g1	species-specific	-
TRINITY_DN19593_c0_g1	ANG	-
TRINITY_DN19595_c0_g1	ANG	-
TRINITY_DN19596_c0_g1	ANG	-
TRINITY_DN1959_c0_g1	SPE	-
TRINITY_DN19602_c0_g1	SPE	-
TRINITY_DN1960_c0_g1	ANG	-
TRINITY_DN19613_c0_g1	SPE	-
TRINITY_DN19617_c0_g1	ANG	-
TRINITY_DN19623_c0_g1	species-specific	-
TRINITY_DN19624_c0_g1	species-specific	-
TRINITY_DN1962_c0_g1	ANG	-
TRINITY_DN19631_c0_g1	ANG	-
TRINITY_DN19633_c0_g2	species-specific	-
TRINITY_DN19637_c0_g1	SPE	-
TRINITY_DN19639_c0_g2	SPE	-
TRINITY_DN1963_c0_g1	ANG	-
TRINITY_DN19640_c0_g1	SPE	-
TRINITY_DN19640_c0_g2	SPE	-
TRINITY_DN19640_c1_g1	ANG	-
TRINITY_DN19642_c1_g1	ANG	-
TRINITY_DN19643_c0_g1	ANG	UP
TRINITY_DN19647_c0_g1	ANG	-
TRINITY_DN19649_c0_g1	ANG	-
TRINITY_DN1964_c0_g1	ANG	-
TRINITY_DN19654_c0_g1	ANG	-
TRINITY_DN19654_c0_g2	ANG	-
TRINITY_DN19655_c0_g1	SPE	-
TRINITY_DN19658_c0_g1	ANG	-
TRINITY_DN19659_c0_g1	ANG	-
TRINITY_DN1965_c0_g1	ANG	-
TRINITY_DN19660_c0_g1	species-specific	-
TRINITY_DN19662_c0_g2	SPE	-
TRINITY_DN19663_c0_g1	ANG	-
TRINITY_DN19664_c0_g1	PAP	-
TRINITY_DN19665_c0_g1	ANG	-
TRINITY_DN19666_c0_g1	ANG	-
TRINITY_DN19667_c0_g1	ANG	-
TRINITY_DN19669_c0_g1	ANG	-
TRINITY_DN1966_c0_g1	ANG	-
TRINITY_DN19670_c0_g1	PAP	-
TRINITY_DN19671_c0_g1	FAB	-
TRINITY_DN19671_c0_g2	species-specific	-
TRINITY_DN19671_c1_g1	FAB	-
TRINITY_DN19673_c0_g1	species-specific	-
TRINITY_DN19674_c0_g1	ANG	-
TRINITY_DN19677_c0_g1	species-specific	-
TRINITY_DN19677_c0_g2	species-specific	-
TRINITY_DN19678_c0_g1	species-specific	-
TRINITY_DN19679_c0_g1	ANG	-
TRINITY_DN1967_c0_g1	ANG	-
TRINITY_DN19680_c0_g1	ANG	-
TRINITY_DN19681_c0_g1	ANG	-
TRINITY_DN19682_c2_g1	species-specific	-
TRINITY_DN19683_c0_g1	ANG	-
TRINITY_DN19684_c0_g1	species-specific	-
TRINITY_DN19684_c0_g3	species-specific	-
TRINITY_DN19696_c0_g1	EUD	-
TRINITY_DN19698_c0_g1	species-specific	-
TRINITY_DN1969_c0_g1	species-specific	-
TRINITY_DN1969_c0_g2	SPE	-
TRINITY_DN196_c1_g1	SPE	-
TRINITY_DN19700_c0_g1	species-specific	-
TRINITY_DN19700_c0_g2	species-specific	-
TRINITY_DN19700_c1_g1	species-specific	-
TRINITY_DN19701_c0_g1	ANG	-
